,A,B,SACTRAK,PHASE2,unique_lanevals
20985,10322,5270,,,[1]
20986,10322,10323,SAC24890,,[0 1]
20987,10323,10324,SAC24890,,[0 1]
20988,10324,10155,SAC19890,,[0 1]
20989,10324,13261,,,[1 0]
20990,10324,14307,SAC19890,,[0 1]
20991,10325,10326,,,[0]
20992,10325,14306,SAC19890,,[0 1]
20993,10326,10327,,,[0]
20994,10327,5271,,,[1]
20995,10327,5273,,,[1]
20996,10328,5257,,,[2]
20997,10328,10329,SAC24220,,[1 0]
20998,10329,10330,SAC24220,,[1 0]
20999,10330,9617,SAC24220,,[0 1]
21000,10330,9620,SAC24220,,[0 1]
21001,10330,10334,,,[0]
21002,10331,9618,SAC24220,,[0 1]
21003,10331,10332,SAC24220,,[0 1]
21004,10332,10333,SAC24220,,[9 0 1]
21005,10333,5256,,,[2]
21006,10333,9095,,,[2]
21007,10334,9815,SAC24220,,[0 1]
21008,10334,10335,SAC24220,,[1 0]
21009,10335,9193,CAL20605,,[0 1]
21010,10335,9517,,,[2]
21011,10335,9519,,,[2]
21012,10336,9518,,,[1]
21013,10336,10337,SAC24220,,[1 0]
21014,10337,9619,SAC24220,,[0 1]
21015,10337,9621,SAC24220,,[0 1]
21016,10337,10331,,,[0]
21017,10338,750,,,[1]
21018,10338,3837,,,[0 1]
21019,10338,3847,,,[0 1]
21020,10338,10170,,,[0 1]
21021,10339,8348,,,[1]
21022,10340,3826,,,[1]
21023,10340,4701,,,[1]
21024,10341,3500,,,[1 2]
21025,10341,10342,,,[1]
21026,10342,4990,,,[1]
21027,10342,10341,,,[1]
21028,10343,3961,,,[1]
21029,10343,10344,,,[1]
21030,10344,3794,,,[1]
21031,10344,10343,,,[1]
21032,10345,3800,,,[1]
21033,10345,10346,,,[1]
21034,10346,4444,,,[1]
21035,10346,10345,,,[1]
21036,10347,4283,,,[1]
21037,10347,9288,,,[1]
21038,10348,9287,,,[1 2]
21039,10348,10349,,,[1 2]
21040,10349,4283,,,[1 2]
21041,10349,10348,,,[1 2]
21042,10350,4528,,,[1]
21043,10350,4572,,,[1]
21044,10351,5357,CAL20689,,[3 4]
21045,10351,15149,SAC24600,,[0]
21046,10352,5891,CAL20689,,[3 4]
21047,10352,15139,SAC24600,,[0]
21048,10353,3662,,,[1]
21049,10353,8126,,,[1]
21050,10353,10354,,,[1]
21051,10354,3886,,,[1]
21052,10354,10353,,,[1]
21053,10355,3886,,,[1]
21054,10355,10356,,,[1]
21055,10356,3536,,,[1]
21056,10356,10355,,,[1]
21057,10357,517,,,[1]
21058,10357,3661,,,[1]
21059,10357,3720,,,[1]
21060,10358,516,,,[1]
21061,10358,3661,,,[1]
21062,10358,4700,,,[1]
21063,10359,3389,,,[1]
21064,10359,3390,,,[1]
21065,10360,4653,PLA25260,,[1]
21066,10360,10361,PLA25260,,[1]
21067,10361,10360,PLA25260,,[1]
21068,10361,10362,PLA25260,,[1]
21069,10362,2830,,,[1]
21070,10362,10361,PLA25260,,[1]
21071,10363,4569,,,[1]
21072,10363,10364,,,[1]
21073,10364,10363,,,[1]
21074,10364,11924,,,[1]
21075,10365,2837,,,[1]
21076,10365,11925,,,[1]
21077,10366,2837,,,[1]
21078,10366,10367,,,[1]
21079,10367,10366,,,[1]
21080,10367,10368,,,[1]
21081,10368,10367,,,[1]
21082,10368,10369,,,[1]
21083,10369,10368,,,[1]
21084,10369,11338,,,[1]
21085,10370,838,,,[0 1]
21086,10370,4845,,,[1]
21087,10370,13595,,,[1]
21088,10372,4845,,,[1]
21089,10372,8442,,,[1]
21090,10373,10374,,,[1]
21091,10373,13597,,,[1]
21092,10374,8442,,,[1]
21093,10374,10373,,,[1]
21094,10375,6181,,,[1]
21095,10375,8442,,,[1]
21096,10376,6181,,,[1]
21097,10376,10379,,,[1]
21098,10377,4669,PLA15390,,[1 2]
21099,10377,4842,PLA15390,,[1 2]
21100,10378,2850,PLA15390,,[1 2]
21101,10378,4842,PLA15390,,[1 2]
21102,10379,4842,,,[1]
21103,10379,10376,,,[1]
21104,10380,2850,PLA15390,,[1 2]
21105,10380,2853,PLA15390,,[1 2]
21106,10381,10382,,,[1]
21107,10381,14743,,,[1]
21108,10382,2850,,,[1]
21109,10382,10381,,,[1]
21110,10383,2655,,,[1]
21111,10383,10384,,,[1]
21112,10384,10383,,,[1]
21113,10384,14749,,,[1]
21114,10385,2659,,,[1]
21115,10385,14750,,,[1]
21116,10386,10387,,,[1]
21117,10386,10388,YOL15900,,[1 2]
21118,10387,5173,,,[1]
21119,10388,2585,YOL15900,,[1 2]
21120,10389,5171,CAL21180,,[3 4]
21121,10390,5170,,,[3]
21122,10391,5176,,,[4]
21123,10392,10391,,,[1]
21124,10393,49,,,[1]
21125,10393,5200,YOL16491,,[0 2]
21126,10393,6202,,,[1]
21127,10393,7005,,,[0 1]
21128,10393,7006,,,[1]
21129,10393,10394,,,[1]
21130,10394,1168,,,[1]
21131,10394,5173,,,[1]
21132,10394,7005,,,[0 1]
21133,10394,10393,,,[1]
21134,10394,10395,,,[0 1]
21135,10395,2397,,,[1 2]
21136,10395,7006,,,[1]
21137,10395,10394,,,[0 1]
21138,10395,15720,,,[1]
21139,10396,1167,,,[0 1]
21140,10396,2397,YOL15680,,[0 1]
21141,10396,2398,YOL19385,,[0 1]
21142,10396,15721,,,[1]
21143,10397,6202,,,[1 0]
21144,10398,11870,,,[2]
21145,10399,10658,,,[2]
21146,10400,9777,,,[1]
21147,10400,9785,,,[1]
21148,10401,5685,,,[1]
21149,10401,9786,,,[1]
21150,10402,13584,,,[2]
21151,10402,14927,,,[1]
21152,10403,6117,ELD15630,,[0 1]
21153,10403,10282,,,[2]
21154,10403,10405,ELD19345,,[2 3]
21155,10403,14927,ELD15630,,[1]
21156,10404,10402,,,[2]
21157,10404,14444,,,[1]
21158,10405,10403,ELD19345,,[2 4]
21159,10405,10424,,,[2 3]
21160,10405,14445,ELD19345,,[1]
21161,10405,15546,ELD19345,,[0 1]
21162,10406,9798,,,[2 3]
21163,10406,14445,ELD19345,,[1]
21164,10407,3308,,,[2]
21165,10407,11022,ELD15130,,[1]
21166,10407,11023,,,[2]
21167,10408,11178,ELD15130,,[1]
21168,10408,11933,,,[1]
21169,10408,11936,ELD19168,,[1]
21170,10408,15343,,,[0 1]
21171,10409,4199,ELD19389,,[1 2]
21172,10409,10411,ELD19253,,[1 2]
21173,10409,11180,,,[1]
21174,10409,11935,ELD19168,,[1]
21175,10410,1009,,,[1]
21176,10410,10656,,,[1]
21177,10410,11213,,,[1]
21178,10411,10409,ELD19253,,[1 2]
21179,10411,10945,,,[1]
21180,10411,11021,ELD15970,,[1]
21181,10411,11934,,,[1]
21182,10412,218,,,[1]
21183,10412,1023,,,[1]
21184,10412,10413,ELD15970,,[1]
21185,10412,11021,ELD15970,,[1]
21186,10413,1023,,,[1]
21187,10413,10412,ELD15970,,[1]
21188,10413,10942,,,[1]
21189,10413,11438,,,[1]
21190,10414,10471,,,[1]
21191,10414,10942,,,[1]
21192,10414,11025,VAR56137,VAR56317,[1]
21193,10415,10416,VAR56137,VAR56317,[1]
21194,10415,11480,VAR56137,VAR56317,[1]
21195,10416,10287,,,[1]
21196,10416,10415,VAR56137,VAR56317,[1]
21197,10416,11026,,,[0 1]
21198,10416,11478,ELD19224,VAR56317,[1 2]
21199,10417,10420,,,[1]
21200,10417,10477,,,[1]
21201,10417,13833,,,[0 1]
21202,10417,14401,ELD19224,,[1 2]
21203,10418,6514,,,[1]
21204,10418,10889,,,[2]
21205,10419,6513,,,[1]
21206,10419,10423,,,[2]
21207,10420,6514,,,[1]
21208,10420,10417,,,[1]
21209,10420,10421,,,[1]
21210,10420,14335,,,[0]
21211,10421,10420,,,[1]
21212,10421,11182,,,[1]
21213,10421,14452,,,[1]
21214,10422,10418,,,[2]
21215,10422,14447,,,[1]
21216,10423,4241,,,[2]
21217,10423,14452,,,[1]
21218,10424,10405,,,[2 3]
21219,10424,11030,ELD19468,,[1 2]
21220,10424,12975,,,[1]
21221,10424,13554,ELD19469,,[1 2]
21222,10424,13574,,,[1 2]
21223,10424,15648,ELD19468,,[0 1]
21224,10425,11244,,,[1]
21225,10425,13703,,,[1]
21226,10426,1150,,,[1]
21227,10426,10493,,,[1]
21228,10426,10494,,,[1]
21229,10426,11245,,,[1]
21230,10426,11486,,,[1]
21231,10427,3612,,,[1]
21232,10427,11486,,,[1]
21233,10428,856,,,[1]
21234,10428,10552,,,[1]
21235,10428,10645,,,[1]
21236,10429,10430,,,[1]
21237,10429,10946,,,[1]
21238,10430,4200,,,[1]
21239,10430,10429,,,[1]
21240,10431,4203,,,[1]
21241,10431,10883,,,[1]
21242,10432,10433,,,[1]
21243,10432,10883,,,[1]
21244,10433,216,,,[1]
21245,10433,10432,,,[1]
21246,10433,10434,,,[1]
21247,10434,997,,,[1]
21248,10434,10433,,,[1]
21249,10434,10882,,,[1]
21250,10435,10457,,,[1]
21251,10435,10881,,,[1]
21252,10435,10882,,,[1]
21253,10436,10879,,,[1]
21254,10436,10880,,,[1]
21255,10437,216,,,[1]
21256,10437,10879,,,[1]
21257,10437,11661,ELD19252,,[1 2]
21258,10437,11662,,,[1]
21259,10438,11660,ELD19252,,[1 2]
21260,10438,11661,ELD19252,,[1 2]
21261,10439,2890,,,[1]
21262,10439,2891,,,[1]
21263,10440,999,,,[1]
21264,10440,11662,,,[1]
21265,10440,11663,,,[1]
21266,10441,11663,,,[1]
21267,10441,11664,,,[1]
21268,10442,10993,,,[1]
21269,10442,11667,,,[1]
21270,10443,10598,,,[1]
21271,10443,11077,,,[1]
21272,10443,11666,,,[1]
21273,10444,10445,,,[1]
21274,10444,10988,,,[1]
21275,10444,11077,,,[1]
21276,10445,10444,,,[1]
21277,10445,10446,,,[1]
21278,10446,1018,,,[1]
21279,10446,10445,,,[1]
21280,10446,10601,,,[1]
21281,10447,10971,,,[1]
21282,10447,10990,,,[1]
21283,10448,847,,,[1]
21284,10448,1017,,,[1]
21285,10448,10602,,,[1]
21286,10448,10971,,,[1]
21287,10448,11078,,,[1]
21288,10449,10450,,,[1]
21289,10449,10603,,,[1]
21290,10449,11078,,,[1]
21291,10450,10449,,,[1]
21292,10450,10902,,,[1]
21293,10450,11081,,,[1]
21294,10451,10452,,,[1]
21295,10451,10902,,,[1]
21296,10452,10451,,,[1]
21297,10452,10901,,,[1]
21298,10453,10454,,,[1]
21299,10453,10901,,,[1]
21300,10454,10453,,,[1]
21301,10454,10455,,,[1]
21302,10455,10454,,,[1]
21303,10455,10458,,,[1]
21304,10455,11084,,,[1]
21305,10456,219,,,[1]
21306,10456,10900,,,[1]
21307,10456,11084,,,[1]
21308,10457,10435,,,[1]
21309,10457,10900,,,[1]
21310,10458,10455,,,[1]
21311,10458,10541,,,[1]
21312,10458,10895,,,[1]
21313,10459,10894,,,[1]
21314,10459,10895,,,[1]
21315,10460,1003,,,[1]
21316,10460,10894,,,[1]
21317,10460,10899,,,[1]
21318,10460,11475,,,[1]
21319,10461,10892,,,[1]
21320,10461,10893,,,[1]
21321,10462,10463,,,[1]
21322,10462,10939,,,[1]
21323,10462,11477,,,[1]
21324,10463,10462,,,[1]
21325,10463,10511,,,[1]
21326,10463,11181,,,[1]
21327,10464,10470,,,[1]
21328,10464,10511,,,[1]
21329,10464,10940,,,[1]
21330,10465,1001,,,[1]
21331,10465,10941,,,[1]
21332,10465,11024,,,[1]
21333,10466,10467,,,[1]
21334,10466,10471,,,[1]
21335,10466,10941,,,[1]
21336,10466,11032,,,[1]
21337,10467,10466,,,[1]
21338,10467,11437,,,[1]
21339,10468,10469,,,[1]
21340,10468,10903,,,[1]
21341,10468,10944,,,[1]
21342,10469,10468,,,[1]
21343,10469,11436,,,[1]
21344,10470,1002,,,[1]
21345,10470,10464,,,[1]
21346,10470,10943,,,[1]
21347,10471,10414,,,[1]
21348,10471,10466,,,[1]
21349,10471,11031,,,[1]
21350,10472,1026,,,[1]
21351,10472,10999,,,[1]
21352,10472,11031,,,[1]
21353,10473,10474,,,[1]
21354,10473,11035,,,[1]
21355,10474,10473,,,[1]
21356,10474,11033,,,[1]
21357,10474,11419,,,[1]
21358,10475,1099,,,[1]
21359,10475,10476,,,[1]
21360,10475,10478,,,[1]
21361,10475,10999,,,[1]
21362,10475,11000,,,[1]
21363,10476,10475,,,[1]
21364,10476,14406,,,[1]
21365,10477,10417,,,[1]
21366,10477,13831,,,[0 1]
21367,10477,14406,,,[1]
21368,10478,10475,,,[1]
21369,10478,10481,,,[1]
21370,10478,12979,,,[1]
21371,10478,14336,,,[0]
21372,10478,14449,ELD19181,,[1 2]
21373,10479,5289,,,[2]
21374,10479,14449,ELD19181,,[1]
21375,10480,10479,,,[2]
21376,10480,14453,,,[1]
21377,10481,10478,,,[1]
21378,10481,11034,,,[1]
21379,10481,14458,,,[1]
21380,10482,4131,,,[2]
21381,10482,14458,,,[1]
21382,10483,4685,,,[2]
21383,10483,14455,,,[1]
21384,10484,10488,,,[2]
21385,10484,14456,ELD19177,,[1 2]
21386,10485,10486,ELD19177,,[1 2 3]
21387,10485,11038,ELD19177,,[1 2 3]
21388,10485,12977,,,[1]
21389,10485,14455,,,[1]
21390,10485,14689,,,[0]
21391,10486,10485,ELD19177,,[1 2 3]
21392,10486,10489,,,[1]
21393,10486,14462,,,[1]
21394,10487,10483,,,[2]
21395,10487,14461,,,[1]
21396,10488,9236,,,[2]
21397,10488,14462,,,[1]
21398,10489,10486,,,[1]
21399,10489,10907,,,[1]
21400,10490,10504,ELD19180,,[1 2]
21401,10490,10508,,,[1]
21402,10490,11927,ELD19244,,[1]
21403,10491,11930,,,[1]
21404,10491,11931,,,[1]
21405,10492,1503,,,[1]
21406,10492,11931,,,[1]
21407,10492,11932,,,[1]
21408,10493,10426,,,[1]
21409,10493,10908,,,[1]
21410,10494,1024,,,[1]
21411,10494,10426,,,[1]
21412,10494,10495,,,[1]
21413,10495,12,,,[1]
21414,10495,13,,,[1]
21415,10495,10494,,,[1]
21416,10496,10497,,,[1]
21417,10496,10908,,,[1]
21418,10496,13823,,,[0 1]
21419,10496,13824,,,[0 1]
21420,10497,10496,,,[1]
21421,10497,10909,,,[1]
21422,10498,10909,,,[1]
21423,10498,11183,,,[1]
21424,10499,1028,,,[1]
21425,10499,10524,,,[1]
21426,10499,10998,,,[1]
21427,10499,11183,,,[1]
21428,10500,10504,,,[1]
21429,10500,10514,,,[1]
21430,10500,10997,,,[1]
21431,10500,13817,,,[0 1]
21432,10500,13818,,,[0 1]
21433,10501,9239,,,[2]
21434,10501,14459,,,[1]
21435,10502,11155,,,[2]
21436,10502,14464,,,[1]
21437,10503,10504,ELD19180,,[1 2]
21438,10503,10507,ELD19180,,[1 2]
21439,10503,14459,,,[1]
21440,10503,14690,,,[0]
21441,10504,10490,ELD19180,,[1 2]
21442,10504,10500,,,[1]
21443,10504,10503,ELD19180,,[1 2]
21444,10504,14467,,,[1]
21445,10505,11154,,,[2]
21446,10505,11858,,,[1]
21447,10505,14466,,,[1]
21448,10506,11854,,,[1]
21449,10506,11941,,,[2]
21450,10506,14467,,,[1]
21451,10507,10503,ELD19180,,[1 2]
21452,10507,11166,ELD19170,,[0 1]
21453,10507,12978,,,[1]
21454,10507,15541,,,[1]
21455,10508,853,,,[1]
21456,10508,10490,,,[1]
21457,10508,11928,,,[1]
21458,10509,11037,,,[1]
21459,10509,11423,,,[1]
21460,10509,11429,,,[1]
21461,10510,11420,,,[1]
21462,10510,11421,,,[1]
21463,10511,10463,,,[1]
21464,10511,10464,,,[1]
21465,10511,10905,,,[1]
21466,10512,1029,,,[1]
21467,10512,1139,,,[1]
21468,10512,11181,,,[1]
21469,10512,11430,,,[1]
21470,10512,11431,,,[1]
21471,10513,11424,,,[1]
21472,10513,15541,ELD19170,,[1]
21473,10514,10500,,,[1]
21474,10514,10522,,,[1]
21475,10515,11857,,,[1]
21476,10515,11938,,,[2]
21477,10515,14465,,,[1]
21478,10516,10520,,,[2]
21479,10516,11856,,,[1]
21480,10516,14468,,,[1]
21481,10517,10518,,,[1]
21482,10517,11433,,,[1]
21483,10517,14465,,,[1]
21484,10518,10517,,,[1]
21485,10518,10520,,,[1]
21486,10518,11434,,,[1]
21487,10519,10515,,,[2]
21488,10519,10517,,,[1]
21489,10519,11866,,,[1]
21490,10520,11860,,,[1]
21491,10520,14765,,,[2]
21492,10521,1505,,,[1]
21493,10521,10522,,,[1]
21494,10521,11435,,,[1]
21495,10522,10514,,,[1]
21496,10522,10521,,,[1]
21497,10522,10996,,,[1]
21498,10523,10524,,,[1]
21499,10523,10996,,,[1]
21500,10523,11040,,,[1]
21501,10523,11186,,,[1]
21502,10524,1028,,,[1]
21503,10524,10499,,,[1]
21504,10524,10523,,,[1]
21505,10525,11865,,,[1]
21506,10525,14764,,,[2]
21507,10525,14766,,,[0 1]
21508,10526,10528,,,[2]
21509,10526,11862,,,[1]
21510,10527,10525,,,[2]
21511,10527,11864,,,[1]
21512,10528,10530,,,[1]
21513,10528,10533,,,[2]
21514,10528,11863,,,[1]
21515,10529,10527,,,[1]
21516,10529,10530,,,[1]
21517,10529,10534,,,[1]
21518,10530,10529,,,[1]
21519,10530,10533,,,[1]
21520,10530,11040,,,[1]
21521,10531,10527,,,[2]
21522,10531,10529,,,[1]
21523,10532,2580,,,[1]
21524,10532,14522,,,[2]
21525,10533,10564,,,[2]
21526,10534,1102,,,[1]
21527,10534,10529,,,[1]
21528,10534,10535,,,[1]
21529,10535,10534,,,[1]
21530,10535,10936,,,[1]
21531,10535,11440,,,[1]
21532,10536,854,,,[1]
21533,10536,1029,,,[1]
21534,10536,10936,,,[1]
21535,10536,10937,,,[1]
21536,10537,10558,,,[1]
21537,10537,11441,,,[1]
21538,10538,10896,,,[1]
21539,10538,10916,,,[1]
21540,10538,11472,,,[1]
21541,10538,11474,,,[1]
21542,10539,11473,,,[1]
21543,10539,11474,,,[1]
21544,10540,10897,,,[1]
21545,10540,11002,,,[1]
21546,10541,10458,,,[1]
21547,10541,10912,,,[1]
21548,10541,10913,,,[1]
21549,10542,10543,,,[1]
21550,10542,10914,,,[1]
21551,10543,10542,,,[1]
21552,10543,10915,,,[1]
21553,10544,10545,CAL20634,,[1]
21554,10544,10915,,,[1]
21555,10544,11471,,,[1]
21556,10545,1004,,,[1]
21557,10545,10544,CAL20634,,[1]
21558,10545,11443,CAL20634,,[1]
21559,10546,11443,CAL20634,,[1]
21560,10546,11444,CAL20634,,[1]
21561,10547,220,,,[1]
21562,10547,10633,CAL20634,,[1]
21563,10547,11444,CAL20634,,[1]
21564,10548,10917,,,[1]
21565,10548,11472,,,[1]
21566,10549,10558,,,[0]
21567,10549,10917,,,[1]
21568,10549,10958,,,[1]
21569,10550,1005,,,[1]
21570,10550,11192,,,[1]
21571,10550,11442,,,[1]
21572,10550,15539,,,[1]
21573,10551,11191,,,[1]
21574,10551,11192,,,[1]
21575,10552,10428,,,[1]
21576,10552,10554,,,[1]
21577,10552,11191,,,[1]
21578,10553,1031,,,[1]
21579,10553,10645,,,[1]
21580,10553,10659,ELD19509,,[1]
21581,10553,11242,ELD19509,,[1]
21582,10554,1031,,,[1]
21583,10554,10552,,,[1]
21584,10554,11242,ELD19509,,[1]
21585,10554,11243,ELD19509,,[1]
21586,10554,15404,,,[0 1]
21587,10555,1005,,,[1]
21588,10555,11243,ELD19443,,[1]
21589,10555,15540,ELD19443,,[1]
21590,10556,10559,,,[1]
21591,10556,11045,,,[1]
21592,10556,11237,,,[1]
21593,10557,855,,,[1]
21594,10557,10558,,,[1]
21595,10557,11236,,,[1]
21596,10557,11237,,,[1]
21597,10558,10537,,,[1]
21598,10558,10549,,,[0]
21599,10558,10557,,,[1]
21600,10559,10556,,,[1]
21601,10559,11044,,,[1]
21602,10559,11235,,,[1]
21603,10559,11236,,,[1]
21604,10560,1030,,,[1]
21605,10560,10561,,,[1]
21606,10560,11044,ELD19245,,[0 1]
21607,10560,11235,,,[1]
21608,10561,10560,,,[1]
21609,10561,10565,,,[1]
21610,10562,10566,,,[1]
21611,10562,10569,,,[1]
21612,10563,10531,,,[2]
21613,10564,10566,,,[1]
21614,10564,10568,,,[2]
21615,10565,10561,,,[1]
21616,10565,10563,,,[1]
21617,10565,10566,,,[1]
21618,10566,10562,,,[1]
21619,10566,10565,,,[1]
21620,10566,10568,,,[1]
21621,10567,10563,,,[2]
21622,10567,10565,,,[1]
21623,10568,10584,,,[2]
21624,10569,10562,,,[1]
21625,10569,10570,,,[1]
21626,10570,859,,,[1]
21627,10570,10569,,,[1]
21628,10570,10578,,,[1]
21629,10570,11042,,,[1]
21630,10570,11043,,,[1]
21631,10571,10572,,,[1]
21632,10571,11042,,,[1]
21633,10571,11186,,,[1]
21634,10571,13813,,,[0 1]
21635,10572,10571,,,[1]
21636,10572,10573,,,[1]
21637,10572,11043,,,[1]
21638,10573,1103,ELD19371,,[0 1]
21639,10573,10572,,,[1]
21640,10573,10935,,,[1]
21641,10573,11184,,,[1]
21642,10574,10575,,,[1]
21643,10574,10577,,,[1]
21644,10575,10574,,,[1]
21645,10575,11086,,,[1]
21646,10576,11,,,[1]
21647,10576,13,,,[1]
21648,10576,11086,,,[1]
21649,10577,10574,,,[1]
21650,10577,11246,,,[1]
21651,10578,1103,,,[1]
21652,10578,10570,,,[1]
21653,10578,10582,,,[1]
21654,10579,1013,,,[1]
21655,10579,10580,ELD19534,,[1 2]
21656,10579,10735,,,[1]
21657,10579,11185,,,[1]
21658,10580,1103,,,[0 1]
21659,10580,10579,ELD19534,,[1 2]
21660,10580,10581,,,[2]
21661,10580,14439,ELD15990,,[0 2]
21662,10580,15745,,,[0 1]
21663,10581,860,,,[1]
21664,10581,1034,,,[1]
21665,10581,10580,,,[2]
21666,10581,10582,,,[2]
21667,10582,10578,,,[1]
21668,10582,10581,,,[2]
21669,10582,10586,,,[2]
21670,10582,15397,ELD19193,ELD19392,[0 1]
21671,10583,10567,,,[2]
21672,10583,16188,,,[1]
21673,10584,10586,ELD19193,,[1]
21674,10584,10588,,,[2]
21675,10584,16187,,,[1]
21676,10585,10583,ELD19193,,[1]
21677,10585,10586,ELD19193,,[1 2]
21678,10585,11044,ELD19396,,[1 2]
21679,10586,10582,,,[2]
21680,10586,10585,ELD19193,,[1 2]
21681,10586,11591,ELD19193,,[1]
21682,10586,15397,,,[0 1]
21683,10587,10583,,,[2]
21684,10587,11595,,,[1]
21685,10588,10954,,,[2]
21686,10588,11591,,,[1]
21687,10589,10587,,,[2]
21688,10589,11594,,,[1]
21689,10590,10594,,,[2]
21690,10590,11593,,,[1]
21691,10591,10592,ELD19363,,[1 2]
21692,10591,10596,ELD19363,,[1 2]
21693,10592,10591,ELD19363,,[1 2]
21694,10592,10595,,,[1]
21695,10592,11190,ELD19363,,[1 2]
21696,10593,10589,,,[2]
21697,10593,11878,,,[1]
21698,10594,11873,,,[2]
21699,10594,11874,,,[1]
21700,10595,10592,,,[1 2]
21701,10595,11874,,,[1]
21702,10596,10591,ELD19363,,[1 2]
21703,10596,11046,ELD19409,,[1 2]
21704,10596,11159,ELD19358,,[1]
21705,10596,11594,,,[1]
21706,10597,10994,,,[1]
21707,10597,11074,,,[1]
21708,10598,1018,,,[1]
21709,10598,10443,,,[1]
21710,10598,10994,,,[1]
21711,10599,1019,,,[1]
21712,10599,10600,,,[1]
21713,10599,10601,,,[1]
21714,10599,11076,,,[1]
21715,10600,10599,,,[1]
21716,10600,10612,,,[1]
21717,10600,10613,,,[1]
21718,10600,10972,,,[1]
21719,10601,10446,,,[1]
21720,10601,10599,,,[1]
21721,10601,10602,,,[1]
21722,10602,10448,,,[1]
21723,10602,10601,,,[1]
21724,10603,1017,,,[1]
21725,10603,10449,,,[1]
21726,10603,10970,,,[1]
21727,10603,10972,,,[1]
21728,10604,10605,,,[1]
21729,10604,10606,,,[1]
21730,10604,10970,,,[1]
21731,10605,1021,,,[1]
21732,10605,10604,,,[1]
21733,10605,10611,,,[1]
21734,10605,11079,,,[1]
21735,10605,11080,,,[1]
21736,10606,10604,,,[1]
21737,10606,10607,,,[1]
21738,10607,10606,,,[1]
21739,10607,10608,,,[1]
21740,10608,10607,,,[1]
21741,10608,10609,,,[1]
21742,10608,11082,,,[1]
21743,10609,10608,,,[1]
21744,10609,11081,,,[1]
21745,10610,1016,,,[1]
21746,10610,10629,,,[1]
21747,10610,10910,,,[1]
21748,10611,10605,,,[1]
21749,10611,10911,,,[1]
21750,10612,1020,,,[1]
21751,10612,10600,,,[1]
21752,10612,11080,,,[1]
21753,10613,1019,,,[1]
21754,10613,10600,,,[1]
21755,10613,10614,,,[1]
21756,10614,10613,,,[1]
21757,10614,10973,,,[1]
21758,10615,861,,,[1]
21759,10615,10973,,,[1]
21760,10615,10974,,,[1]
21761,10616,10617,,,[1]
21762,10616,10974,,,[1]
21763,10617,861,,,[1]
21764,10617,10616,,,[1]
21765,10617,10959,,,[1]
21766,10618,10960,,,[1]
21767,10618,10961,,,[1]
21768,10619,10961,,,[1]
21769,10619,10969,,,[1]
21770,10620,10968,,,[1]
21771,10620,10969,,,[1]
21772,10621,10968,,,[1]
21773,10621,10979,,,[1]
21774,10622,865,,,[1]
21775,10622,10967,,,[1]
21776,10622,10979,,,[1]
21777,10623,10978,,,[1]
21778,10623,11020,,,[1]
21779,10623,11467,,,[1]
21780,10624,864,,,[1]
21781,10624,10625,,,[1]
21782,10624,11465,,,[1]
21783,10625,10624,,,[1]
21784,10625,11464,,,[1]
21785,10626,10953,,,[1]
21786,10626,11083,,,[1]
21787,10627,11449,,,[1]
21788,10627,11451,,,[1]
21789,10628,10630,,,[1]
21790,10628,10631,,,[1]
21791,10628,11445,,,[1]
21792,10629,10610,,,[1]
21793,10629,10919,,,[1]
21794,10630,10628,,,[1]
21795,10630,10918,,,[1]
21796,10631,10628,,,[1]
21797,10631,10632,,,[1]
21798,10632,10631,,,[1]
21799,10632,10634,,,[1]
21800,10633,10547,CAL20634,,[1]
21801,10633,11468,CAL20634,,[1]
21802,10634,10632,,,[1]
21803,10634,11195,CAL20634,,[1]
21804,10634,11205,CAL20634,,[1]
21805,10635,10636,,,[1]
21806,10635,11020,,,[1]
21807,10636,10635,,,[1]
21808,10636,10637,,,[1]
21809,10637,10636,,,[1]
21810,10637,11019,,,[1]
21811,10638,11018,,,[1]
21812,10638,11238,,,[1]
21813,10638,11239,,,[1]
21814,10639,1006,,,[1]
21815,10639,1008,,,[1]
21816,10639,10640,,,[1]
21817,10639,11239,,,[1]
21818,10640,10639,,,[1]
21819,10640,11010,,,[1]
21820,10641,11208,,,[1]
21821,10642,1007,,,[1]
21822,10642,11174,,,[1]
21823,10642,11209,,,[1]
21824,10643,221,,,[1]
21825,10643,10644,,,[1]
21826,10643,11201,,,[1]
21827,10644,10643,,,[1]
21828,10644,10679,,,[1]
21829,10644,11174,,,[1]
21830,10645,10428,,,[1]
21831,10645,10553,,,[1]
21832,10645,11193,ELD19447,,[1]
21833,10646,856,,,[1]
21834,10646,11193,ELD19447,,[1]
21835,10646,11194,,,[1]
21836,10646,11196,,,[1]
21837,10647,11194,,,[1]
21838,10647,11195,CAL20634,,[1]
21839,10647,11468,CAL20634,,[1]
21840,10648,10649,,,[1]
21841,10648,11196,,,[1]
21842,10649,10648,,,[1]
21843,10649,11197,,,[1]
21844,10649,11198,,,[1]
21845,10650,11069,CAL20634,,[1]
21846,10650,11197,,,[1]
21847,10650,11202,CAL20634,,[1]
21848,10651,11199,,,[1]
21849,10651,11200,,,[1]
21850,10651,11201,,,[1]
21851,10651,11202,,,[1]
21852,10652,222,,,[1]
21853,10652,860,,,[0 1]
21854,10652,10655,,,[1]
21855,10652,11190,ELD19347,,[1]
21856,10652,11868,ELD19347,,[1]
21857,10652,11879,ELD19412,,[0 1]
