,A,B,SACTRAK,PHASE2,unique_lanevals
7412,3154,4467,,,[1]
7413,3154,8213,,,[1]
7414,3155,4467,,,[1]
7415,3155,8212,,,[1]
7416,3155,11295,,,[1]
7417,3156,4468,,,[1]
7418,3156,8211,,,[1]
7419,3156,11296,,,[1]
7420,3157,408,,,[1]
7421,3157,413,,,[1]
7422,3157,3158,,,[1]
7423,3157,11297,,,[1]
7424,3158,3157,,,[1]
7425,3158,3159,,,[1]
7426,3158,3161,,,[1]
7427,3159,3139,SAC24625,,[2 3]
7428,3159,3158,,,[1]
7429,3159,3160,SAC24625,,[2 3]
7430,3160,412,,,[1]
7431,3160,3159,SAC24625,,[2 3]
7432,3160,3161,SAC24625,,[2 3]
7433,3161,3158,,,[1]
7434,3161,3160,SAC24625,,[2 3]
7435,3161,13579,SAC21500,,[2 3]
7436,3162,367,,,[1]
7437,3162,3119,,,[1]
7438,3162,3163,SAC19610,,[1]
7439,3162,11292,,,[1]
7440,3163,3143,,,[2]
7441,3163,3162,SAC19610,,[1]
7442,3163,3164,SAC19610,,[1]
7443,3163,3351,,,[2]
7444,3164,388,,,[1]
7445,3164,389,,,[1]
7446,3164,888,,,[1]
7447,3164,3163,SAC19610,,[1]
7448,3164,3165,SAC19610,,[1]
7449,3165,3146,SAC24571,,[2]
7450,3165,3164,SAC19610,,[1]
7451,3165,3182,SAC24571,,[2]
7452,3166,2496,,,[3]
7453,3166,3052,,,[3]
7454,3166,4478,,,[1]
7455,3166,4495,,,[1]
7456,3166,14597,,,[1]
7457,3167,367,,,[1]
7458,3167,3070,,,[1]
7459,3167,3168,,,[1]
7460,3167,4315,,,[1]
7461,3168,3167,,,[1]
7462,3168,11292,,,[1]
7463,3169,3170,,,[1]
7464,3169,3178,,,[2]
7465,3169,3351,,,[2]
7466,3169,4412,,,[1]
7467,3170,389,,,[1]
7468,3170,390,,,[1]
7469,3170,3169,,,[1]
7470,3170,3286,,,[1]
7471,3171,2343,,,[2]
7472,3171,3050,,,[2]
7473,3171,3172,,,[1]
7474,3171,8245,,,[1]
7475,3172,3171,,,[1]
7476,3172,3173,,,[1]
7477,3172,4495,,,[1]
7478,3173,3172,,,[1]
7479,3173,8240,,,[1]
7480,3173,8241,,,[1]
7481,3174,2345,,,[3]
7482,3174,2496,,,[3]
7483,3174,3175,,,[2]
7484,3174,8240,,,[1]
7485,3174,14596,,,[1]
7486,3175,373,,,[1]
7487,3175,374,,,[1]
7488,3175,3174,,,[2]
7489,3175,3176,,,[2]
7490,3176,3175,,,[2]
7491,3176,3177,,,[2]
7492,3176,3179,,,[2]
7493,3176,4315,,,[2]
7494,3177,368,,,[1]
7495,3177,369,,,[1]
7496,3177,3176,,,[2]
7497,3177,3178,,,[2]
7498,3177,4412,,,[1]
7499,3177,15824,,,[1]
7500,3178,390,,,[1]
7501,3178,3169,,,[2]
7502,3178,3177,,,[2]
7503,3178,3180,,,[2]
7504,3179,369,,,[1]
7505,3179,3176,,,[2]
7506,3179,3192,,,[2]
7507,3179,4708,,,[1]
7508,3180,369,,,[1]
7509,3180,394,,,[1]
7510,3180,3178,,,[2]
7511,3180,3194,,,[2]
7512,3181,3088,,,[2]
7513,3181,3089,,,[2]
7514,3181,10197,,,[2]
7515,3182,3165,SAC24571,,[2]
7516,3182,3288,,,[3]
7517,3182,3289,,,[2]
7518,3183,379,,,[1]
7519,3183,380,,,[1]
7520,3183,3184,SAC24681,,[1 2]
7521,3183,3206,SAC24681,,[1 2]
7522,3184,3183,SAC24681,,[1 2]
7523,3184,3185,,,[2]
7524,3184,8246,,,[1]
7525,3184,8248,,,[2]
7526,3185,3184,,,[2]
7527,3185,4496,,,[1]
7528,3185,8243,,,[2]
7529,3186,3187,,,[2]
7530,3186,8243,,,[2]
7531,3186,8244,,,[2]
7532,3186,8247,,,[2]
7533,3187,375,,,[1]
7534,3187,377,,,[1]
7535,3187,3186,,,[2]
7536,3187,3188,,,[2]
7537,3188,3187,,,[2]
7538,3188,3189,,,[2]
7539,3189,3188,,,[2]
7540,3189,3190,,,[2]
7541,3189,3349,,,[3]
7542,3189,4314,,,[3]
7543,3189,14595,,,[1]
7544,3190,371,,,[1]
7545,3190,884,,,[1]
7546,3190,3189,,,[2]
7547,3190,3191,,,[2]
7548,3191,3190,,,[2]
7549,3191,3192,,,[2]
7550,3192,3179,,,[2]
7551,3192,3191,,,[2]
7552,3192,3193,,,[2]
7553,3192,8220,,,[2]
7554,3193,370,,,[1]
7555,3193,3192,,,[2]
7556,3193,3194,,,[2]
7557,3193,15824,,,[1]
7558,3194,3180,,,[2]
7559,3194,3193,,,[2]
7560,3194,3195,,,[2]
7561,3194,3350,,,[2]
7562,3195,394,,,[1]
7563,3195,395,,,[1]
7564,3195,3194,,,[2]
7565,3195,3283,,,[2]
7566,3196,251,,,[1]
7567,3196,254,,,[1]
7568,3196,3224,,,[1]
7569,3196,5082,,,[2]
7570,3196,6178,,,[2 3]
7571,3196,12509,,,[1]
7572,3196,15084,,,[1]
7573,3197,2349,,,[2]
7574,3197,2379,,,[2]
7575,3197,3307,,,[2]
7576,3197,6178,,,[2]
7577,3198,249,,,[1]
7578,3198,632,,,[1]
7579,3198,877,,,[1]
7580,3198,2379,,,[1]
7581,3198,4170,,,[1]
7582,3198,15068,,,[1]
7583,3199,4170,,,[1]
7584,3199,4171,,,[2]
7585,3199,4589,,,[1]
7586,3199,8272,,,[2]
7587,3200,3314,,,[1]
7588,3200,4310,,,[1]
7589,3200,4311,,,[1]
7590,3200,4429,,,[1]
7591,3201,3202,,,[1]
7592,3201,3232,,,[1]
7593,3201,4311,,,[1]
7594,3201,4587,,,[1]
7595,3202,3201,,,[1]
7596,3202,3232,,,[2]
7597,3202,3233,,,[2]
7598,3202,3392,,,[2]
7599,3203,3204,,,[2]
7600,3203,3329,,,[1]
7601,3203,3392,,,[2]
7602,3203,4586,,,[1]
7603,3204,3203,,,[2]
7604,3204,3348,,,[1]
7605,3204,5383,,,[2]
7606,3204,14772,,,[1]
7607,3204,14806,,,[0]
7608,3205,380,,,[1]
7609,3205,3206,,,[2]
7610,3205,4172,,,[2]
7611,3205,4173,,,[2]
7612,3206,3183,SAC24681,,[1 2]
7613,3206,3205,,,[2]
7614,3206,3207,,,[3 2]
7615,3206,8252,SAC25076,,[2 1]
7616,3207,347,,,[1]
7617,3207,379,,,[1]
7618,3207,3206,,,[2]
7619,3207,3208,,,[3 2]
7620,3208,3207,,,[2]
7621,3208,8247,,,[2]
7622,3208,8253,,,[2]
7623,3208,8255,,,[2]
7624,3209,2313,,,[1]
7625,3209,3210,,,[2]
7626,3209,8255,,,[2]
7627,3210,377,,,[1]
7628,3210,3209,,,[2]
7629,3210,3211,,,[2]
7630,3211,351,,,[1]
7631,3211,3210,,,[2]
7632,3211,3212,,,[2]
7633,3212,3211,,,[2]
7634,3212,3213,,,[2]
7635,3212,3243,,,[3]
7636,3212,8251,,,[3]
7637,3212,14594,,,[1]
7638,3213,358,,,[1]
7639,3213,3212,,,[2]
7640,3213,3214,,,[2]
7641,3214,356,,,[1]
7642,3214,371,,,[1]
7643,3214,3213,,,[2]
7644,3214,3215,,,[2]
7645,3215,3214,,,[2]
7646,3215,3216,,,[2]
7647,3215,8220,,,[2]
7648,3215,8262,,,[2]
7649,3216,361,,,[1]
7650,3216,370,,,[1]
7651,3216,3215,,,[2]
7652,3216,3217,,,[2]
7653,3217,3216,,,[2]
7654,3217,3218,,,[2]
7655,3217,3350,,,[2]
7656,3217,8060,,,[2]
7657,3218,392,,,[1]
7658,3218,395,,,[1]
7659,3218,3217,,,[2]
7660,3218,3282,,,[2]
7661,3219,3231,,,[2]
7662,3219,3313,,,[1]
7663,3219,8268,,,[2]
7664,3219,10048,,,[1]
7665,3219,14214,,,[1]
7666,3220,2193,,,[1]
7667,3220,2932,,,[1]
7668,3220,4321,,,[1]
7669,3220,4470,,,[1]
7670,3221,475,,,[1]
7671,3221,1176,,,[1]
7672,3221,3690,,,[1]
7673,3221,5212,,,[1]
7674,3222,267,,,[1]
7675,3222,3223,,,[1]
7676,3222,3499,,,[1]
7677,3223,3222,,,[1]
7678,3223,3400,,,[0]
7679,3223,8396,,,[2]
7680,3223,9020,,,[2]
7681,3223,11554,,,[0]
7682,3223,15081,,,[1]
7683,3224,250,,,[1]
7684,3224,251,,,[1]
7685,3224,3196,,,[1]
7686,3224,3225,SAC17620,,[1]
7687,3224,5078,,,[2]
7688,3224,8503,,,[1]
7689,3224,16024,,,[1]
7690,3225,3224,SAC17620,,[1]
7691,3225,3226,SAC17620,,[1]
7692,3225,3307,,,[2]
7693,3225,4088,SAC24539,,[0 2]
7694,3225,15260,SAC24539,,[0 1]
7695,3226,632,,,[1]
7696,3226,3225,SAC17620,,[1]
7697,3226,3227,SAC17620,,[1]
7698,3227,3226,SAC17620,,[1]
7699,3227,3228,SAC23820,,[1]
7700,3227,4171,,,[2]
7701,3227,8513,,,[1]
7702,3227,9356,,,[2]
7703,3227,15065,,,[1]
7704,3228,3227,SAC23820,,[1]
7705,3228,3229,,,[1]
7706,3228,5353,SAC23820,,[1]
7707,3228,8040,,,[0]
7708,3228,8112,,,[1]
7709,3229,3228,,,[1]
7710,3229,3230,,,[2 1]
7711,3229,5369,,,[1]
7712,3229,14213,,,[1]
7713,3230,245,,,[1]
7714,3230,3229,,,[2 1]
7715,3230,3231,,,[2]
7716,3230,9356,,,[1]
7717,3231,3219,,,[2]
7718,3231,3230,,,[2]
7719,3231,3314,,,[1]
7720,3231,4588,,,[2]
7721,3231,9356,,,[2]
7722,3231,14214,,,[1]
7723,3231,14215,,,[1]
7724,3232,3201,,,[1]
7725,3232,3202,,,[2]
7726,3232,4588,,,[2]
7727,3233,3202,,,[2]
7728,3233,3315,,,[1]
7729,3233,4586,,,[1]
7730,3233,8269,,,[2]
7731,3234,3235,,,[2]
7732,3234,8269,,,[2]
7733,3234,11769,,,[1 2]
7734,3235,227,,,[1]
7735,3235,234,,,[1]
7736,3235,3045,,,[2]
7737,3235,3234,,,[2]
7738,3236,228,,,[1]
7739,3236,233,,,[1]
7740,3236,3042,,,[2]
7741,3236,3045,,,[2]
7742,3237,3393,,,[2]
7743,3237,4430,,,[1]
7744,3237,8268,,,[2]
7745,3237,14214,,,[1]
7746,3238,3329,,,[1]
7747,3238,3393,,,[2]
7748,3238,4584,,,[2]
7749,3238,6011,,,[1]
7750,3238,6571,,,[1]
7751,3238,7019,,,[1]
7752,3238,14217,,,[1]
7753,3239,346,,,[1]
7754,3239,347,,,[1]
7755,3239,3240,,,[2]
7756,3239,4437,,,[1]
7757,3240,3239,,,[2]
7758,3240,4436,,,[2]
7759,3240,8253,,,[2]
7760,3240,8254,SAC24713,,[2 1]
7761,3241,4686,,,[1]
7762,3241,8254,SAC24713,,[2 1]
7763,3241,8260,SAC24713,,[2 1]
7764,3242,4438,,,[1]
7765,3242,8260,SAC24713,,[2 1]
7766,3242,8261,,,[3]
7767,3242,8263,,,[3]
7768,3243,351,,,[1]
7769,3243,358,,,[1]
7770,3243,3212,,,[3]
7771,3243,8261,,,[3]
7772,3244,2316,,,[2]
7773,3244,3247,,,[3]
7774,3244,8266,,,[3]
7775,3245,342,,,[1]
7776,3245,3246,,,[4]
7777,3245,5342,SAC19560,,[4 2]
7778,3245,8267,,,[2]
7779,3246,3245,,,[4]
7780,3246,4432,,,[4]
7781,3247,3244,,,[3]
7782,3247,4432,,,[3]
7783,3247,4433,,,[1]
7784,3247,11260,,,[3]
7785,3248,3249,,,[2 3]
7786,3248,4434,,,[3 2]
7787,3248,11260,,,[3]
7788,3248,11261,,,[3]
7789,3249,345,,,[1]
7790,3249,2392,,,[2]
7791,3249,3248,,,[2 3]
7792,3249,4435,,,[2]
7793,3250,2392,,,[2]
7794,3250,8256,,,[2]
7795,3250,8257,,,[2]
7796,3250,8265,,,[2]
7797,3251,2304,,,[1]
7798,3251,3252,,,[2]
7799,3251,4706,,,[1]
7800,3251,8257,,,[2]
7801,3252,2386,,,[2]
7802,3252,3251,,,[2]
7803,3252,3253,,,[2]
7804,3252,4464,,,[3]
7805,3252,14589,,,[1]
7806,3253,357,,,[1]
7807,3253,360,,,[1]
7808,3253,3252,,,[2]
7809,3253,3254,,,[2]
7810,3254,3253,,,[2]
7811,3254,3255,,,[2]
7812,3254,3262,,,[2]
7813,3254,3298,,,[2]
7814,3255,362,,,[1]
7815,3255,365,,,[1]
7816,3255,3254,,,[2]
7817,3255,3279,,,[2]
7818,3256,2316,,,[2]
7819,3256,3257,,,[2]
7820,3256,8282,,,[3]
7821,3256,11261,,,[3]
7822,3257,345,,,[1]
7823,3257,348,,,[1]
7824,3257,3256,,,[2]
7825,3257,3258,,,[1]
7826,3258,3257,,,[1]
7827,3258,8264,,,[1]
7828,3258,8265,,,[2]
7829,3258,8283,,,[2]
7830,3259,2304,,,[1]
7831,3259,2305,,,[1]
7832,3259,2391,,,[1]
7833,3259,8264,,,[1]
7834,3260,2386,,,[2]
7835,3260,2391,,,[1]
7836,3260,8405,,,[2]
7837,3260,14590,,,[1]
7838,3261,359,,,[1]
7839,3261,360,,,[1]
7840,3261,3262,,,[1]
7841,3262,365,,,[1]
7842,3262,3254,,,[2]
7843,3262,3261,,,[1]
7844,3262,3276,,,[2]
7845,3263,3264,,,[1]
7846,3263,3268,,,[3]
7847,3263,8119,,,[1]
7848,3263,8282,,,[3]
7849,3264,348,,,[1]
7850,3264,3263,,,[1]
7851,3264,3265,,,[1]
7852,3265,3264,,,[1]
7853,3265,3269,,,[2]
7854,3265,8283,,,[2]
7855,3265,8284,,,[1]
7856,3266,2305,,,[1]
7857,3266,2306,,,[1]
7858,3266,3267,,,[1]
7859,3266,8284,,,[1]
7860,3267,3266,,,[1]
7861,3267,4313,,,[2]
7862,3267,8405,,,[2]
7863,3267,14591,,,[1]
7864,3268,341,,,[1]
7865,3268,349,,,[1]
7866,3268,3263,,,[3]
7867,3268,3270,,,[3]
7868,3269,349,,,[1]
7869,3269,3265,,,[2]
7870,3269,3272,,,[2]
7871,3270,3268,,,[3]
7872,3270,3271,,,[3]
7873,3270,4428,,,[2]
7874,3270,11407,,,[3]
7875,3271,878,,,[1]
7876,3271,3270,,,[3]
7877,3271,3272,,,[3]
7878,3272,3269,,,[2]
7879,3272,3271,,,[3]
7880,3272,8051,,,[1]
7881,3272,8285,,,[2]
7882,3273,2306,,,[1]
7883,3273,8053,,,[1]
7884,3273,8055,,,[2]
7885,3273,8285,,,[2]
7886,3274,3275,,,[2]
7887,3274,3297,,,[3]
7888,3274,4313,,,[2]
7889,3274,8055,,,[2]
7890,3274,14592,,,[1]
7891,3275,337,,,[1]
7892,3275,359,,,[1]
7893,3275,3274,,,[2]
7894,3275,8056,,,[2]
7895,3276,3262,,,[2]
7896,3276,3277,,,[2]
7897,3276,8056,,,[2]
7898,3277,3276,,,[2]
7899,3277,3278,,,[2]
7900,3277,3388,,,[1]
7901,3278,365,,,[1]
7902,3278,3277,,,[2]
7903,3278,8057,,,[2]
7904,3278,8290,,,[1]
7905,3279,3255,,,[2]
7906,3279,3280,,,[2]
7907,3279,8057,,,[2]
7908,3279,8059,,,[2]
7909,3280,3279,,,[2]
7910,3280,3281,,,[2]
7911,3280,14759,,,[2]
7912,3281,392,,,[1]
7913,3281,393,,,[1]
7914,3281,3280,,,[2]
7915,3281,3383,,,[2]
7916,3282,400,,,[1]
7917,3282,3218,,,[2]
7918,3282,3384,,,[2]
7919,3282,4317,,,[2]
7920,3283,3195,,,[2]
7921,3283,3379,,,[1]
7922,3283,4317,,,[2]
7923,3283,4418,SAC16800,,[2 3]
7924,3283,16336,,,[1]
7925,3284,3285,SAC16800,,[2 3]
7926,3284,3353,,,[1]
7927,3284,4418,SAC16800,,[2 3]
7928,3285,390,,,[1]
7929,3285,396,,,[1]
7930,3285,3284,SAC16800,,[2 3]
7931,3285,3286,SAC16800,,[2 3]
7932,3286,396,,,[1]
7933,3286,3170,,,[1]
7934,3286,3285,SAC16800,,[2 3]
7935,3286,3287,,,[3]
7936,3287,397,,,[1]
7937,3287,888,,,[1]
7938,3287,3286,,,[3]
7939,3287,3288,,,[3]
7940,3288,3182,,,[3]
7941,3288,3287,,,[3]
7942,3289,397,,,[1]
7943,3289,402,,,[1]
7944,3289,3182,,,[2]
7945,3289,4421,,,[2]
7946,3289,4459,,,[1]
7947,3289,14510,,,[1]
7948,3290,398,,,[1]
7949,3290,403,,,[1]
7950,3290,3291,,,[2]
7951,3290,4421,,,[2]
7952,3291,3148,,,[2]
7953,3291,3290,,,[2]
7954,3291,3292,,,[2]
7955,3292,421,,,[1]
7956,3292,423,,,[1]
7957,3292,3291,,,[2]
7958,3292,3293,,,[2]
7959,3292,8446,,,[1]
7960,3293,422,,,[1]
7961,3293,3292,,,[2]
7962,3293,3294,,,[2]
7963,3294,3153,SAC24261,,[3]
7964,3294,3293,,,[2]
7965,3294,3577,SAC24261,,[3]
7966,3294,4442,,,[1]
7967,3294,8518,,,[1]
7968,3295,334,,,[1]
7969,3295,11407,,,[3]
7970,3295,11408,,,[3]
7971,3296,8052,,,[1]
7972,3296,8053,,,[1]
7973,3296,8054,,,[1]
7974,3297,3274,,,[3]
7975,3297,3662,,,[3]
7976,3297,4693,,,[1]
7977,3297,11405,,,[1]
7978,3297,12018,,,[1]
7979,3298,356,,,[1]
7980,3298,3254,,,[2]
7981,3298,3299,,,[1]
7982,3298,8262,,,[2]
7983,3299,361,,,[1]
7984,3299,362,,,[1]
7985,3299,3298,,,[1]
7986,3300,8278,,,[1]
7987,3300,8279,,,[1]
7988,3301,2982,,,[1]
7989,3301,8279,,,[1]
7990,3301,13649,,,[1]
7991,3302,291,,,[1]
7992,3302,4400,,,[1]
7993,3302,14758,,,[1]
7994,3303,281,,,[1]
7995,3303,2885,,,[1]
7996,3303,2900,,,[1]
7997,3304,270,,,[1]
7998,3304,3028,,,[1]
7999,3304,3305,,,[1]
8000,3304,3317,,,[0]
8001,3305,3304,,,[1]
8002,3305,3306,,,[1 2]
8003,3305,5908,,,[2]
8004,3305,8652,,,[1]
8005,3306,259,,,[1]
8006,3306,260,,,[1]
8007,3306,3305,,,[1 2]
8008,3306,8194,SAC18600,,[0]
8009,3306,14418,,,[1 2]
8010,3307,251,,,[1]
8011,3307,3197,,,[2]
8012,3307,3225,,,[2]
8013,3308,3144,ELD19372,,[1]
8014,3308,3492,,,[2]
8015,3308,10407,,,[2]
8016,3308,15348,,,[1]
8017,3309,247,,,[1]
8018,3309,3034,,,[2]
8019,3309,4718,,,[1]
8020,3309,8272,,,[2]
8021,3309,15063,,,[1]
8022,3310,631,,,[1]
8023,3310,2307,,,[2]
8024,3310,11772,,,[1 2]
8025,3310,11773,,,[2]
8026,3311,284,,,[1]
8027,3311,2905,,,[1]
8028,3311,2962,,,[1]
8029,3312,294,,,[1]
8030,3312,2906,SAC24807,,[1 2]
8031,3312,6079,,,[1]
8032,3312,16253,SAC24804,,[1]
8033,3313,243,,,[1]
8034,3313,245,,,[1]
8035,3313,3219,,,[1]
8036,3313,11744,,,[1]
8037,3314,246,,,[1]
8038,3314,3200,,,[1]
8039,3314,3231,,,[1]
8040,3315,3233,,,[1]
8041,3315,3316,,,[2]
8042,3315,4429,,,[1]
8043,3315,4587,,,[2]
8044,3316,234,,,[1]
8045,3316,3044,,,[2]
8046,3316,3315,,,[2]
8047,3316,8656,,,[1]
8048,3317,1104,,,[1]
8049,3317,3304,,,[0]
8050,3317,8189,,,[0]
8051,3318,407,,,[1]
8052,3318,3109,,,[2]
8053,3318,3377,,,[2]
8054,3319,2993,,,[1]
8055,3319,2994,,,[1]
8056,3319,2998,,,[1]
8057,3319,4485,,,[1]
8058,3320,312,,,[1]
8059,3320,2992,,,[1]
8060,3320,3322,,,[1]
8061,3320,8662,,,[1]
8062,3321,310,,,[1]
8063,3321,2993,,,[1]
8064,3321,3322,,,[1]
8065,3321,8662,,,[1]
8066,3322,3320,,,[1]
8067,3322,3321,,,[1]
8068,3322,3326,,,[1]
8069,3322,4409,,,[1]
8070,3323,3324,,,[1]
8071,3323,4409,SAC24935,,[1]
8072,3323,4632,SAC24935,,[1]
8073,3324,3323,,,[1]
8074,3324,4632,,,[1]
8075,3324,6610,,,[1]
8076,3324,8225,,,[1]
8077,3325,299,,,[1]
8078,3325,300,,,[1]
8079,3325,5914,SAC24389,,[1 2]
8080,3325,8231,SAC24389,,[1 2]
8081,3326,310,,,[1]
8082,3326,311,,,[1]
8083,3326,2994,,,[1]
8084,3326,3322,,,[1]
8085,3326,5912,,,[1]
8086,3327,404,,,[1]
8087,3327,437,,,[1]
8088,3327,3106,,,[3]
8089,3327,3372,,,[3]
8090,3328,2888,,,[2]
8091,3328,3367,,,[1]
8092,3328,8301,,,[2]
8093,3329,242,,,[1]
8094,3329,3203,,,[1]
8095,3329,3238,,,[1]
8096,3329,14218,,,[1]
8097,3330,7253,,,[3]
8098,3330,14166,,,[2 3]
8099,3331,7242,,,[2]
8100,3331,16347,,,[1]
8101,3332,314,,,[1]
8102,3332,331,,,[1]
8103,3332,3019,,,[3]
8104,3332,4448,,,[3]
8105,3333,313,,,[2 1]
8106,3333,3019,,,[2 3]
8107,3333,3334,,,[3]
8108,3333,3397,,,[2 1]
8109,3333,14513,,,[2 1]
8110,3334,319,,,[1]
8111,3334,1513,,,[2]
8112,3334,3333,,,[3]
8113,3334,3335,,,[3]
8114,3334,14608,,,[0]
8115,3335,318,,,[1]
8116,3335,3334,,,[3]
8117,3335,3336,SAC15750,,[2 3]
8118,3335,14610,,,[2]
8119,3336,315,,,[1]
8120,3336,2972,SAC15750,,[2 3]
8121,3336,3335,SAC15750,,[2 3]
8122,3336,3337,,,[1]
8123,3337,316,,,[1]
8124,3337,318,,,[1]
8125,3337,3336,,,[1]
8126,3338,317,,,[1]
8127,3338,3339,,,[2]
8128,3338,3341,,,[2]
8129,3338,13632,,,[2]
8130,3339,315,,,[1]
8131,3339,317,,,[1]
8132,3339,3338,,,[2]
8133,3339,14674,,,[2]
8134,3340,317,,,[1]
8135,3340,326,,,[1]
8136,3340,3022,,,[2]
8137,3340,3341,,,[2]
8138,3341,2974,,,[2]
8139,3341,3338,,,[2]
8140,3341,3340,,,[2]
8141,3341,14675,,,[2]
8142,3342,321,,,[1]
8143,3342,325,,,[1]
8144,3342,2921,,,[2]
8145,3342,2974,,,[2]
8146,3343,1108,,,[1]
8147,3343,2763,PLA15270,,[1 2]
8148,3343,2923,SAC22020,,[1 2]
8149,3344,4479,,,[2]
8150,3344,8201,,,[2]
8151,3344,8234,,,[1]
8152,3345,387,,,[1]
8153,3345,3056,,,[2]
8154,3345,4407,,,[2]
8155,3346,3347,,,[1]
8156,3346,4406,,,[1]
8157,3347,328,,,[1]
8158,3347,430,,,[1]
8159,3347,3024,,,[1]
8160,3347,3346,,,[1]
8161,3348,227,,,[1]
8162,3348,381,,,[1]
8163,3348,3204,,,[1]
8164,3348,11285,,,[1]
8165,3349,377,,,[1]
8166,3349,3189,,,[3]
8167,3349,8250,,,[1]
8168,3349,8251,,,[3]
8169,3350,370,,,[1]
8170,3350,395,,,[1]
8171,3350,3194,,,[2]
8172,3350,3217,,,[2]
8173,3351,389,,,[1]
8174,3351,3163,,,[2]
8175,3351,3169,,,[2]
8176,3352,383,,,[1]
8177,3352,3120,,,[2]
8178,3352,4316,,,[1]
8179,3352,4476,,,[1 2]
8180,3353,390,,,[1]
8181,3353,394,,,[1]
8182,3353,3284,,,[1]
8183,3354,438,,,[1]
8184,3354,3057,,,[2]
8185,3354,3104,,,[2]
8186,3354,3355,,,[1]
8187,3355,436,,,[1]
8188,3355,437,,,[1]
8189,3355,3354,,,[1]
8190,3355,3356,,,[1]
8191,3356,3355,,,[1]
8192,3356,3357,,,[1]
8193,3357,442,,,[1]
8194,3357,3107,,,[2]
8195,3357,3356,,,[1]
8196,3357,4318,,,[2]
8197,3358,407,,,[1]
8198,3358,3106,,,[2]
8199,3358,3374,,,[2]
8200,3359,435,,,[1]
8201,3359,3060,,,[1]
8202,3359,4713,,,[1]
8203,3359,14287,,,[1]
8204,3360,441,,,[1]
8205,3360,444,,,[1]
8206,3360,3062,,,[2]
8207,3360,6272,,,[2]
8208,3361,448,,,[1]
8209,3361,3078,,,[1]
8210,3361,3362,,,[1]
8211,3362,445,,,[1]
8212,3362,3110,,,[1]
8213,3362,3361,,,[1]
8214,3363,445,,,[1]
8215,3363,446,,,[1]
8216,3363,3111,,,[3]
8217,3363,4712,,,[3]
8218,3364,414,,,[1]
8219,3364,3134,SAC24799,,[1]
8220,3364,3365,SAC24799,,[1]
8221,3365,418,,,[1]
8222,3365,3112,,,[1 2]
8223,3365,3364,SAC24799,,[1]
8224,3366,414,,,[1]
8225,3366,446,,,[1]
8226,3366,3111,,,[2 3]
8227,3366,3112,,,[2]
8228,3367,426,,,[1]
8229,3367,950,,,[1]
8230,3367,2903,,,[1]
8231,3367,3328,,,[1]
8232,3368,409,,,[1]
8233,3368,418,,,[1]
8234,3368,3114,,,[1]
8235,3368,3137,,,[1]
8236,3369,409,,,[1]
8237,3369,410,,,[1]
8238,3369,3115,,,[1]
8239,3369,3138,,,[1]
8240,3370,410,,,[1]
8241,3370,411,,,[1]
8242,3370,3116,SAC24626,,[2 3]
8243,3370,3139,SAC24626,,[2 3]
8244,3371,439,,,[1]
8245,3371,442,,,[1]
8246,3371,448,,,[1]
8247,3371,3077,,,[2]
8248,3371,3109,,,[2]
8249,3372,404,,,[1]
8250,3372,3105,,,[3]
8251,3372,3327,,,[3]
8252,3373,404,,,[1]
8253,3373,405,,,[1]
8254,3373,3105,,,[1]
8255,3374,404,,,[1]
8256,3374,3358,,,[2]
8257,3374,3375,,,[2]
8258,3375,405,,,[1]
8259,3375,3128,,,[2]
8260,3375,3374,,,[2]
8261,3375,3376,,,[1]
8262,3376,406,,,[1]
8263,3376,407,,,[1]
8264,3376,3375,,,[1]
8265,3376,3377,,,[1]
8266,3377,419,,,[1]
8267,3377,3131,,,[2]
8268,3377,3318,,,[2]
8269,3377,3376,,,[1]
8270,3378,419,,,[1]
8271,3378,445,,,[1]
8272,3378,3110,,,[3]
8273,3378,3111,,,[3]
8274,3379,401,,,[1]
8275,3379,3283,,,[1]
8276,3379,3380,,,[1]
8277,3379,3382,,,[1]
8278,3379,4459,,,[1]
8279,3380,3379,,,[1]
8280,3380,3381,,,[1]
8281,3380,4419,,,[1]
8282,3381,399,,,[1]
8283,3381,3380,,,[1]
8284,3381,3382,,,[1]
8285,3382,400,,,[1]
8286,3382,3379,,,[1]
8287,3382,3381,,,[1]
8288,3383,3281,,,[2]
8289,3383,3384,,,[2]
8290,3384,3282,,,[2]
8291,3384,3383,,,[2]
8292,3384,3391,,,[1]
8293,3384,3490,,,[1]
8294,3385,366,,,[1]
8295,3385,2302,,,[1]
8296,3385,3490,,,[1]
8297,3385,8059,,,[2]
8298,3385,8146,,,[1]
8299,3385,14569,,,[0]
8300,3386,3416,SAC24420,,[1 0]
8301,3386,14572,SAC24420,,[1 0]
8302,3387,364,,,[1]
8303,3387,3389,,,[1]
8304,3387,4693,,,[1]
8305,3388,363,,,[1]
8306,3388,364,,,[1]
8307,3388,3277,,,[1]
8308,3388,3389,,,[1]
8309,3389,3387,,,[1]
8310,3389,3388,,,[1]
8311,3389,10359,,,[1]
8312,3390,8058,,,[1]
8313,3390,8130,,,[1]
8314,3390,8290,,,[1]
8315,3390,10359,,,[1]
8316,3391,400,,,[1]
8317,3391,3384,,,[1]
8318,3392,242,,,[1]
8319,3392,3202,,,[2]
8320,3392,3203,,,[2]
8321,3393,242,,,[1]
8322,3393,3237,,,[2]
8323,3393,3238,,,[2]
8324,3394,387,,,[1]
8325,3394,3055,,,[1]
8326,3394,3395,,,[1]
