measure_full,value,proj_desc,proj_inum,data_year,direction,measure
NORTHBOUNDlottr_wknd,1.431713894,Auburn Blvd- Watt Ave to Madison Ave,11,2019,NORTHBOUND,lottr_wknd
SOUTHBOUND_calc_len,13734.16119,Auburn Blvd- Watt Ave to Madison Ave,11,2019,SOUTHBOUND,_calc_len
SOUTHBOUNDff_speed_art60thp,38.7031653,Auburn Blvd- Watt Ave to Madison Ave,11,2019,SOUTHBOUND,ff_speed_art60thp
SOUTHBOUNDhavg_spd_worst4hrs,18.43522559,Auburn Blvd- Watt Ave to Madison Ave,11,2019,SOUTHBOUND,havg_spd_worst4hrs
SOUTHBOUNDlottr_ampk,1.446273165,Auburn Blvd- Watt Ave to Madison Ave,11,2019,SOUTHBOUND,lottr_ampk
SOUTHBOUNDlottr_md,1.400764024,Auburn Blvd- Watt Ave to Madison Ave,11,2019,SOUTHBOUND,lottr_md
SOUTHBOUNDlottr_pmpk,1.498293349,Auburn Blvd- Watt Ave to Madison Ave,11,2019,SOUTHBOUND,lottr_pmpk
SOUTHBOUNDlottr_wknd,1.404872712,Auburn Blvd- Watt Ave to Madison Ave,11,2019,SOUTHBOUND,lottr_wknd
SOUTHBOUND_calc_len,13489.35207,Sunrise Blvd- Madison Ave to Gold Country Blvd,12,2019,SOUTHBOUND,_calc_len
SOUTHBOUNDff_speed_art60thp,44.49883672,Sunrise Blvd- Madison Ave to Gold Country Blvd,12,2019,SOUTHBOUND,ff_speed_art60thp
SOUTHBOUNDhavg_spd_worst4hrs,22.94385404,Sunrise Blvd- Madison Ave to Gold Country Blvd,12,2019,SOUTHBOUND,havg_spd_worst4hrs
SOUTHBOUNDlottr_ampk,1.526177354,Sunrise Blvd- Madison Ave to Gold Country Blvd,12,2019,SOUTHBOUND,lottr_ampk
SOUTHBOUNDlottr_md,1.194913769,Sunrise Blvd- Madison Ave to Gold Country Blvd,12,2019,SOUTHBOUND,lottr_md
SOUTHBOUNDlottr_pmpk,1.233589955,Sunrise Blvd- Madison Ave to Gold Country Blvd,12,2019,SOUTHBOUND,lottr_pmpk
SOUTHBOUNDlottr_wknd,1.271514529,Sunrise Blvd- Madison Ave to Gold Country Blvd,12,2019,SOUTHBOUND,lottr_wknd
NORTHBOUND_calc_len,13489.35207,Sunrise Blvd- Madison Ave to Gold Country Blvd,12,2019,NORTHBOUND,_calc_len
NORTHBOUNDff_speed_art60thp,41.91228225,Sunrise Blvd- Madison Ave to Gold Country Blvd,12,2019,NORTHBOUND,ff_speed_art60thp
NORTHBOUNDhavg_spd_worst4hrs,22.56853921,Sunrise Blvd- Madison Ave to Gold Country Blvd,12,2019,NORTHBOUND,havg_spd_worst4hrs
NORTHBOUNDlottr_ampk,1.194236024,Sunrise Blvd- Madison Ave to Gold Country Blvd,12,2019,NORTHBOUND,lottr_ampk
NORTHBOUNDlottr_md,1.205727492,Sunrise Blvd- Madison Ave to Gold Country Blvd,12,2019,NORTHBOUND,lottr_md
NORTHBOUNDlottr_pmpk,1.35203236,Sunrise Blvd- Madison Ave to Gold Country Blvd,12,2019,NORTHBOUND,lottr_pmpk
NORTHBOUNDlottr_wknd,1.239810287,Sunrise Blvd- Madison Ave to Gold Country Blvd,12,2019,NORTHBOUND,lottr_wknd
EASTBOUND_calc_len,24903.4716,Florin Road- Franklin Blvd to Elk Grove Florin Road-South Watt Ave,13,2019,EASTBOUND,_calc_len
EASTBOUNDff_speed_art60thp,37.25915672,Florin Road- Franklin Blvd to Elk Grove Florin Road-South Watt Ave,13,2019,EASTBOUND,ff_speed_art60thp
EASTBOUNDhavg_spd_worst4hrs,18.86596184,Florin Road- Franklin Blvd to Elk Grove Florin Road-South Watt Ave,13,2019,EASTBOUND,havg_spd_worst4hrs
EASTBOUNDlottr_ampk,1.352899087,Florin Road- Franklin Blvd to Elk Grove Florin Road-South Watt Ave,13,2019,EASTBOUND,lottr_ampk
EASTBOUNDlottr_md,1.325237331,Florin Road- Franklin Blvd to Elk Grove Florin Road-South Watt Ave,13,2019,EASTBOUND,lottr_md
EASTBOUNDlottr_pmpk,1.385103045,Florin Road- Franklin Blvd to Elk Grove Florin Road-South Watt Ave,13,2019,EASTBOUND,lottr_pmpk
EASTBOUNDlottr_wknd,1.384174895,Florin Road- Franklin Blvd to Elk Grove Florin Road-South Watt Ave,13,2019,EASTBOUND,lottr_wknd
WESTBOUND_calc_len,24903.4716,Florin Road- Franklin Blvd to Elk Grove Florin Road-South Watt Ave,13,2019,WESTBOUND,_calc_len
WESTBOUNDff_speed_art60thp,36.20252272,Florin Road- Franklin Blvd to Elk Grove Florin Road-South Watt Ave,13,2019,WESTBOUND,ff_speed_art60thp
WESTBOUNDhavg_spd_worst4hrs,17.90628647,Florin Road- Franklin Blvd to Elk Grove Florin Road-South Watt Ave,13,2019,WESTBOUND,havg_spd_worst4hrs
WESTBOUNDlottr_ampk,1.33170698,Florin Road- Franklin Blvd to Elk Grove Florin Road-South Watt Ave,13,2019,WESTBOUND,lottr_ampk
WESTBOUNDlottr_md,1.339091283,Florin Road- Franklin Blvd to Elk Grove Florin Road-South Watt Ave,13,2019,WESTBOUND,lottr_md
WESTBOUNDlottr_pmpk,1.394222176,Florin Road- Franklin Blvd to Elk Grove Florin Road-South Watt Ave,13,2019,WESTBOUND,lottr_pmpk
WESTBOUNDlottr_wknd,1.388337447,Florin Road- Franklin Blvd to Elk Grove Florin Road-South Watt Ave,13,2019,WESTBOUND,lottr_wknd
EASTBOUND_calc_len,11093.86826,US 50- I-5 to SR 99,14,2019,EASTBOUND,_calc_len
EASTBOUNDff_speed_art60thp,66.70668956,US 50- I-5 to SR 99,14,2019,EASTBOUND,ff_speed_art60thp
EASTBOUNDhavg_spd_worst4hrs,26.6051196,US 50- I-5 to SR 99,14,2019,EASTBOUND,havg_spd_worst4hrs
EASTBOUNDlottr_ampk,1.174779831,US 50- I-5 to SR 99,14,2019,EASTBOUND,lottr_ampk
EASTBOUNDlottr_md,1.309717061,US 50- I-5 to SR 99,14,2019,EASTBOUND,lottr_md
EASTBOUNDlottr_pmpk,2.0285391,US 50- I-5 to SR 99,14,2019,EASTBOUND,lottr_pmpk
EASTBOUNDlottr_wknd,1.076021484,US 50- I-5 to SR 99,14,2019,EASTBOUND,lottr_wknd
WESTBOUND_calc_len,4960.582535,US 50- I-5 to SR 99,14,2019,WESTBOUND,_calc_len
WESTBOUNDff_speed_art60thp,65.74069719,US 50- I-5 to SR 99,14,2019,WESTBOUND,ff_speed_art60thp
WESTBOUNDhavg_spd_worst4hrs,29.09266695,US 50- I-5 to SR 99,14,2019,WESTBOUND,havg_spd_worst4hrs
WESTBOUNDlottr_ampk,1.397835093,US 50- I-5 to SR 99,14,2019,WESTBOUND,lottr_ampk
WESTBOUNDlottr_md,1.240978803,US 50- I-5 to SR 99,14,2019,WESTBOUND,lottr_md
WESTBOUNDlottr_pmpk,1.851902556,US 50- I-5 to SR 99,14,2019,WESTBOUND,lottr_pmpk
WESTBOUNDlottr_wknd,1.076814939,US 50- I-5 to SR 99,14,2019,WESTBOUND,lottr_wknd
EASTBOUND_calc_len,28172.99105,US 50- SR 99 to Watt Avenue,15,2019,EASTBOUND,_calc_len
EASTBOUNDff_speed_art60thp,70.19344881,US 50- SR 99 to Watt Avenue,15,2019,EASTBOUND,ff_speed_art60thp
EASTBOUNDhavg_spd_worst4hrs,39.49240077,US 50- SR 99 to Watt Avenue,15,2019,EASTBOUND,havg_spd_worst4hrs
EASTBOUNDlottr_ampk,1.131806191,US 50- SR 99 to Watt Avenue,15,2019,EASTBOUND,lottr_ampk
EASTBOUNDlottr_md,1.05498455,US 50- SR 99 to Watt Avenue,15,2019,EASTBOUND,lottr_md
EASTBOUNDlottr_pmpk,1.601719921,US 50- SR 99 to Watt Avenue,15,2019,EASTBOUND,lottr_pmpk
EASTBOUNDlottr_wknd,1.053127568,US 50- SR 99 to Watt Avenue,15,2019,EASTBOUND,lottr_wknd
WESTBOUND_calc_len,28172.99105,US 50- SR 99 to Watt Avenue,15,2019,WESTBOUND,_calc_len
WESTBOUNDff_speed_art60thp,69.10568667,US 50- SR 99 to Watt Avenue,15,2019,WESTBOUND,ff_speed_art60thp
WESTBOUNDhavg_spd_worst4hrs,32.27491338,US 50- SR 99 to Watt Avenue,15,2019,WESTBOUND,havg_spd_worst4hrs
WESTBOUNDlottr_ampk,1.664606159,US 50- SR 99 to Watt Avenue,15,2019,WESTBOUND,lottr_ampk
WESTBOUNDlottr_md,1.357374295,US 50- SR 99 to Watt Avenue,15,2019,WESTBOUND,lottr_md
WESTBOUNDlottr_pmpk,1.879504159,US 50- SR 99 to Watt Avenue,15,2019,WESTBOUND,lottr_pmpk
WESTBOUNDlottr_wknd,1.056234497,US 50- SR 99 to Watt Avenue,15,2019,WESTBOUND,lottr_wknd
EASTBOUND_calc_len,41432.82907,SR 51- US 50 to I-80,16,2019,EASTBOUND,_calc_len
EASTBOUNDff_speed_art60thp,67.1534761,SR 51- US 50 to I-80,16,2019,EASTBOUND,ff_speed_art60thp
EASTBOUNDhavg_spd_worst4hrs,26.57931653,SR 51- US 50 to I-80,16,2019,EASTBOUND,havg_spd_worst4hrs
EASTBOUNDlottr_ampk,1.115552129,SR 51- US 50 to I-80,16,2019,EASTBOUND,lottr_ampk
EASTBOUNDlottr_md,1.245633905,SR 51- US 50 to I-80,16,2019,EASTBOUND,lottr_md
EASTBOUNDlottr_pmpk,1.850291432,SR 51- US 50 to I-80,16,2019,EASTBOUND,lottr_pmpk
EASTBOUNDlottr_wknd,1.334040075,SR 51- US 50 to I-80,16,2019,EASTBOUND,lottr_wknd
WESTBOUND_calc_len,32742.93389,SR 51- US 50 to I-80,16,2019,WESTBOUND,_calc_len
WESTBOUNDff_speed_art60thp,66.24618763,SR 51- US 50 to I-80,16,2019,WESTBOUND,ff_speed_art60thp
WESTBOUNDhavg_spd_worst4hrs,29.85649997,SR 51- US 50 to I-80,16,2019,WESTBOUND,havg_spd_worst4hrs
WESTBOUNDlottr_ampk,1.689092757,SR 51- US 50 to I-80,16,2019,WESTBOUND,lottr_ampk
WESTBOUNDlottr_md,1.211414965,SR 51- US 50 to I-80,16,2019,WESTBOUND,lottr_md
WESTBOUNDlottr_pmpk,1.424485792,SR 51- US 50 to I-80,16,2019,WESTBOUND,lottr_pmpk
WESTBOUNDlottr_wknd,1.318932052,SR 51- US 50 to I-80,16,2019,WESTBOUND,lottr_wknd
NORTHBOUND_calc_len,6505.750005,SR 99- US 50 to 14th Ave,17,2019,NORTHBOUND,_calc_len
NORTHBOUNDff_speed_art60thp,66.16334166,SR 99- US 50 to 14th Ave,17,2019,NORTHBOUND,ff_speed_art60thp
NORTHBOUNDhavg_spd_worst4hrs,36.66243092,SR 99- US 50 to 14th Ave,17,2019,NORTHBOUND,havg_spd_worst4hrs
NORTHBOUNDlottr_ampk,1.259615961,SR 99- US 50 to 14th Ave,17,2019,NORTHBOUND,lottr_ampk
NORTHBOUNDlottr_md,1.375151667,SR 99- US 50 to 14th Ave,17,2019,NORTHBOUND,lottr_md
NORTHBOUNDlottr_pmpk,1.32779427,SR 99- US 50 to 14th Ave,17,2019,NORTHBOUND,lottr_pmpk
NORTHBOUNDlottr_wknd,1.292965113,SR 99- US 50 to 14th Ave,17,2019,NORTHBOUND,lottr_wknd
SOUTHBOUND_calc_len,6505.750005,SR 99- US 50 to 14th Ave,17,2019,SOUTHBOUND,_calc_len
SOUTHBOUNDff_speed_art60thp,65.33179283,SR 99- US 50 to 14th Ave,17,2019,SOUTHBOUND,ff_speed_art60thp
SOUTHBOUNDhavg_spd_worst4hrs,26.35976095,SR 99- US 50 to 14th Ave,17,2019,SOUTHBOUND,havg_spd_worst4hrs
SOUTHBOUNDlottr_ampk,1.037614215,SR 99- US 50 to 14th Ave,17,2019,SOUTHBOUND,lottr_ampk
SOUTHBOUNDlottr_md,1.09087225,SR 99- US 50 to 14th Ave,17,2019,SOUTHBOUND,lottr_md
SOUTHBOUNDlottr_pmpk,1.741534179,SR 99- US 50 to 14th Ave,17,2019,SOUTHBOUND,lottr_pmpk
SOUTHBOUNDlottr_wknd,1.051963696,SR 99- US 50 to 14th Ave,17,2019,SOUTHBOUND,lottr_wknd
NORTHBOUND_calc_len,11067.89144,I-5- US 50 to Richards Blvd,18,2019,NORTHBOUND,_calc_len
NORTHBOUNDff_speed_art60thp,62.04653573,I-5- US 50 to Richards Blvd,18,2019,NORTHBOUND,ff_speed_art60thp
NORTHBOUNDhavg_spd_worst4hrs,22.11545308,I-5- US 50 to Richards Blvd,18,2019,NORTHBOUND,havg_spd_worst4hrs
NORTHBOUNDlottr_ampk,1.162080694,I-5- US 50 to Richards Blvd,18,2019,NORTHBOUND,lottr_ampk
NORTHBOUNDlottr_md,1.095873679,I-5- US 50 to Richards Blvd,18,2019,NORTHBOUND,lottr_md
NORTHBOUNDlottr_pmpk,1.940571271,I-5- US 50 to Richards Blvd,18,2019,NORTHBOUND,lottr_pmpk
NORTHBOUNDlottr_wknd,1.037330739,I-5- US 50 to Richards Blvd,18,2019,NORTHBOUND,lottr_wknd
SOUTHBOUND_calc_len,9755.77975,I-5- US 50 to Richards Blvd,18,2019,SOUTHBOUND,_calc_len
SOUTHBOUNDff_speed_art60thp,62.02012972,I-5- US 50 to Richards Blvd,18,2019,SOUTHBOUND,ff_speed_art60thp
SOUTHBOUNDhavg_spd_worst4hrs,25.85306237,I-5- US 50 to Richards Blvd,18,2019,SOUTHBOUND,havg_spd_worst4hrs
SOUTHBOUNDlottr_ampk,1.098320332,I-5- US 50 to Richards Blvd,18,2019,SOUTHBOUND,lottr_ampk
SOUTHBOUNDlottr_md,1.320209722,I-5- US 50 to Richards Blvd,18,2019,SOUTHBOUND,lottr_md
SOUTHBOUNDlottr_pmpk,2.505965529,I-5- US 50 to Richards Blvd,18,2019,SOUTHBOUND,lottr_pmpk
SOUTHBOUNDlottr_wknd,1.036408783,I-5- US 50 to Richards Blvd,18,2019,SOUTHBOUND,lottr_wknd
